0.0,136900.13,22986.21,1.18,0.09,1000.00,0.00,501.38,0.00
0.05,149228.13,8376.33,1.11,0.03,1000.00,0.00,499.62,0.00
0.1,145188.75,16829.59,1.10,0.02,1000.00,0.00,499.70,0.00
0.15,147539.02,7238.08,1.13,0.04,1000.00,0.00,499.48,0.00
0.2,146781.85,9509.55,1.11,0.02,1000.00,0.00,498.80,0.00
0.25,147147.08,21255.68,1.10,0.01,1000.00,0.00,498.95,0.11
0.3,152132.46,4895.57,1.11,0.02,1000.00,0.00,499.24,0.00
0.35,143614.53,19869.97,1.11,0.03,1000.00,0.00,499.14,0.00
0.4,150872.77,7750.90,1.10,0.03,1000.00,0.00,499.63,0.07
0.45,140683.41,501.32,1.48,0.16,1000.00,0.00,500.04,0.00
0.5,139126.43,393.12,1.22,0.18,1000.00,0.00,499.23,0.10
0.55,139029.55,327.01,1.28,0.16,1000.00,0.00,499.95,0.00
0.6,139401.95,431.64,1.22,0.18,1000.00,0.00,499.70,0.00
0.65,139903.97,1742.20,1.09,0.09,1000.00,0.00,499.03,0.00
0.7,140189.84,273.82,1.04,0.00,1000.00,0.00,499.21,0.10
