0.0,5104.06,205.04,0.28,0.00,1000.00,0.00,425.71,0.00
0.05,4578.49,242.64,0.28,0.00,1000.00,0.00,419.59,0.00
0.1,3870.95,291.41,0.28,0.00,1000.00,0.00,420.00,0.00
0.15,3561.07,334.49,0.28,0.00,1000.00,0.00,420.08,0.00
0.2,3267.01,499.94,0.28,0.00,1000.00,0.00,420.13,0.00
0.25,2770.77,326.61,0.27,0.00,1000.00,0.00,419.98,0.00
0.3,1431.33,279.08,0.26,0.00,1000.00,0.00,420.01,0.00
0.35,904.85,323.36,0.27,0.00,1000.00,0.00,419.65,0.00
0.4,-8.92,385.68,0.28,0.01,1000.00,0.00,420.29,0.00
0.45,-398.23,117.13,0.28,0.00,1000.00,0.00,420.58,0.00
0.5,-237.09,185.66,0.28,0.00,1000.00,0.00,420.12,0.00
0.55,-135.19,274.54,0.27,0.00,1000.00,0.00,419.91,0.00
0.6,-359.36,328.20,0.26,0.00,1000.00,0.00,419.65,0.00
0.65,-272.67,431.54,0.26,0.00,1000.00,0.00,419.32,0.00
0.7,322.07,377.36,0.26,0.00,1000.00,0.00,419.66,0.00
