0.0,8298.95,130.82,0.28,0.00,1000.00,0.00,427.37,0.00
0.05,6535.42,194.09,0.28,0.00,1000.00,0.00,420.30,0.00
0.1,5007.86,374.82,0.27,0.00,1000.00,0.00,420.83,0.00
0.15,2967.60,96.67,0.28,0.00,1000.00,0.00,420.71,0.00
0.2,2653.11,142.36,0.27,0.00,1000.00,0.00,420.41,0.00
0.25,2160.02,106.20,0.27,0.00,1000.00,0.00,421.20,0.00
0.3,1840.70,167.86,0.27,0.00,1000.00,0.00,420.48,0.00
0.35,1678.65,70.39,0.27,0.00,1000.00,0.00,420.88,0.00
0.4,1475.36,89.92,0.27,0.00,1000.00,0.00,420.40,0.00
0.45,1064.20,57.67,0.27,0.00,1000.00,0.00,420.32,0.00
0.5,1097.23,83.13,0.26,0.00,1000.00,0.00,420.51,0.00
0.55,661.27,101.02,0.26,0.00,1000.00,0.00,420.52,0.00
0.6,490.30,76.57,0.26,0.00,1000.00,0.00,420.52,0.00
0.65,297.55,334.55,0.26,0.00,1000.00,0.00,420.20,0.00
0.7,-66.11,299.46,0.26,0.00,1000.00,0.00,420.70,0.00
