0.0,35281.42,7501.86,0.98,0.04,1000.00,0.00,447.35,0.00
0.05,35197.58,4414.63,0.97,0.02,1000.00,0.00,439.84,0.00
0.1,16003.91,11242.66,1.10,0.08,1000.00,0.00,440.32,0.00
0.15,17246.04,4812.44,1.00,0.03,1000.00,0.00,439.95,0.00
0.2,19716.95,2673.73,1.09,0.01,1000.00,0.00,440.52,0.00
0.25,48682.23,25953.87,1.14,0.11,1000.00,0.00,440.00,0.00
0.3,43001.01,9176.49,1.14,0.04,1000.00,0.00,439.94,0.00
0.35,42054.93,25696.92,1.24,0.06,1000.00,0.00,442.25,0.26
0.4,63734.47,3605.04,1.32,0.03,1000.00,0.00,442.86,0.30
0.45,31897.22,10876.10,1.35,0.09,1000.00,0.00,442.02,0.16
0.5,40457.86,9640.33,1.21,0.03,1000.00,0.00,442.80,0.22
0.55,42314.62,14153.89,1.24,0.06,1000.00,0.00,442.20,0.37
0.6,51582.17,22464.17,0.96,0.11,1000.00,0.00,439.85,0.00
0.65,48336.84,16946.47,0.87,0.04,1000.00,0.00,439.35,0.11
0.7,46129.85,10789.09,0.78,0.03,1000.00,0.00,439.32,0.09
